19:37:36.921 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/home/aiden/softwares/gatk-4.1.4.1/gatk-package-4.1.4.1-local.jar!/com/intel/gkl/native/libgkl_compression.so
Apr 20, 2020 7:37:37 PM shaded.cloud_nio.com.google.auth.oauth2.ComputeEngineCredentials runningOnComputeEngine
INFO: Failed to detect whether we are running on Google Compute Engine.
19:37:37.090 INFO  SplitNCigarReads - ------------------------------------------------------------
19:37:37.091 INFO  SplitNCigarReads - The Genome Analysis Toolkit (GATK) v4.1.4.1
19:37:37.091 INFO  SplitNCigarReads - For support and documentation go to https://software.broadinstitute.org/gatk/
19:37:37.091 INFO  SplitNCigarReads - Executing as aiden@baderlab-Precision-Tower-5810 on Linux v5.3.0-40-generic amd64
19:37:37.091 INFO  SplitNCigarReads - Java runtime: OpenJDK 64-Bit Server VM v1.8.0_152-release-1056-b12
19:37:37.091 INFO  SplitNCigarReads - Start Date/Time: April 20, 2020 7:37:36 EDT PM
19:37:37.091 INFO  SplitNCigarReads - ------------------------------------------------------------
19:37:37.091 INFO  SplitNCigarReads - ------------------------------------------------------------
19:37:37.092 INFO  SplitNCigarReads - HTSJDK Version: 2.21.0
19:37:37.092 INFO  SplitNCigarReads - Picard Version: 2.21.2
19:37:37.092 INFO  SplitNCigarReads - HTSJDK Defaults.COMPRESSION_LEVEL : 2
19:37:37.092 INFO  SplitNCigarReads - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
19:37:37.092 INFO  SplitNCigarReads - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
19:37:37.092 INFO  SplitNCigarReads - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
19:37:37.092 INFO  SplitNCigarReads - Deflater: IntelDeflater
19:37:37.092 INFO  SplitNCigarReads - Inflater: IntelInflater
19:37:37.092 INFO  SplitNCigarReads - GCS max retries/reopens: 20
19:37:37.092 INFO  SplitNCigarReads - Requester pays: disabled
19:37:37.092 INFO  SplitNCigarReads - Initializing engine
19:37:37.351 INFO  SplitNCigarReads - Done initializing engine
19:37:37.378 INFO  ProgressMeter - Starting traversal
19:37:37.378 INFO  ProgressMeter -        Current Locus  Elapsed Minutes       Reads Processed     Reads/Minute
20:25:01.849 INFO  ProgressMeter -          20:38836001             47.4             100691000        2123931.0
20:25:15.792 INFO  ProgressMeter -          20:62137398             47.6             100971000        2119448.1
20:25:25.792 INFO  ProgressMeter -           21:8210230             47.8             101621000        2125655.5
20:25:35.794 INFO  ProgressMeter -           21:8210550             48.0             102445000        2135445.3
20:25:46.247 INFO  ProgressMeter -           21:8216163             48.1             103153000        2142423.2
20:25:56.252 INFO  ProgressMeter -           21:8254400             48.3             103683000        2145998.8
20:26:06.257 INFO  ProgressMeter -           21:8254606             48.5             104301000        2151364.8
20:26:16.260 INFO  ProgressMeter -           21:8255062             48.6             104937000        2157065.6
20:26:27.160 INFO  ProgressMeter -           21:8392972             48.8             105477000        2160099.3
20:26:37.166 INFO  ProgressMeter -           21:8393280             49.0             105977000        2162951.9
20:26:47.989 INFO  ProgressMeter -           21:8393472             49.2             106452000        2164677.1
20:26:59.232 INFO  ProgressMeter -           21:8393830             49.4             106977000        2167095.3
20:27:09.246 INFO  ProgressMeter -           21:8399694             49.5             107471000        2169766.6
20:27:19.253 INFO  ProgressMeter -           21:8437392             49.7             107988000        2172887.9
20:27:29.253 INFO  ProgressMeter -           21:8437530             49.9             108494000        2175772.7
20:27:39.255 INFO  ProgressMeter -           21:8437774             50.0             109031000        2179256.5
20:27:49.269 INFO  ProgressMeter -           21:8442433             50.2             109558000        2182509.3
20:27:59.278 INFO  ProgressMeter -           21:8445391             50.4             110002000        2184096.1
20:28:10.369 INFO  ProgressMeter -          21:32469968             50.5             110405000        2184081.7
20:28:20.376 INFO  ProgressMeter -          22:19179573             50.7             110699000        2182696.1
20:28:30.904 INFO  ProgressMeter -          22:21491476             50.9             110890000        2178923.6
20:28:40.906 INFO  ProgressMeter -          22:35838346             51.1             111173000        2177352.4
20:28:50.948 INFO  ProgressMeter -          22:39313234             51.2             111393000        2174533.2
20:29:00.952 INFO  ProgressMeter -          22:49963885             51.4             111622000        2171934.3
20:29:10.964 INFO  ProgressMeter -           3:17957564             51.6             111887000        2170044.7
20:29:21.702 INFO  ProgressMeter -           3:39862690             51.7             112174000        2168085.5
20:29:31.771 INFO  ProgressMeter -           3:50258571             51.9             112480000        2166971.2
20:29:41.774 INFO  ProgressMeter -           3:61626913             52.1             112707000        2164392.7
20:29:51.863 INFO  ProgressMeter -          3:101569344             52.2             113017000        2163360.2
20:30:01.875 INFO  ProgressMeter -          3:124481544             52.4             113270000        2161299.6
20:30:13.832 INFO  ProgressMeter -          3:149369155             52.6             113537000        2158187.6
20:30:23.857 INFO  ProgressMeter -          3:173819922             52.8             113855000        2157380.5
20:30:33.892 INFO  ProgressMeter -          3:197098659             52.9             114078000        2154777.2
20:30:43.924 INFO  ProgressMeter -           4:39454168             53.1             114386000        2153792.9
20:30:53.925 INFO  ProgressMeter -           4:57031148             53.3             114613000        2151315.2
20:31:04.193 INFO  ProgressMeter -           4:87138419             53.4             114844000        2148748.8
20:31:14.201 INFO  ProgressMeter -          4:108159083             53.6             115122000        2147249.0
20:31:24.205 INFO  ProgressMeter -          4:139698269             53.8             115372000        2145240.5
20:31:36.537 INFO  ProgressMeter -          4:187256402             54.0             115661000        2142426.5
20:31:46.551 INFO  ProgressMeter -           5:54042627             54.2             116055000        2143099.2
20:31:56.551 INFO  ProgressMeter -           5:60754450             54.3             116295000        2140941.9
20:32:07.489 INFO  ProgressMeter -           5:78558771             54.5             116559000        2138624.7
20:32:17.497 INFO  ProgressMeter -           5:95041103             54.7             116885000        2138062.7
20:32:27.500 INFO  ProgressMeter -          5:128153342             54.8             117150000        2136394.9
20:32:39.048 INFO  ProgressMeter -          5:141515107             55.0             117405000        2133556.7
20:32:49.635 INFO  ProgressMeter -          5:150581016             55.2             117623000        2130686.1
20:32:59.648 INFO  ProgressMeter -          5:179580990             55.4             117894000        2129158.7
20:33:10.033 INFO  ProgressMeter -           6:13358112             55.5             118225000        2128483.1
20:33:20.088 INFO  ProgressMeter -           6:30492962             55.7             118442000        2125975.6
20:33:30.194 INFO  ProgressMeter -           6:31817685             55.9             118714000        2124435.1
20:33:40.206 INFO  ProgressMeter -           6:33276175             56.0             118985000        2122945.3
20:33:50.353 INFO  ProgressMeter -           6:35470603             56.2             119177000        2119974.2
20:34:00.367 INFO  ProgressMeter -           6:52995620             56.4             119449000        2118523.0
20:34:10.374 INFO  ProgressMeter -           6:75603556             56.5             119746000        2117526.8
20:34:21.374 INFO  ProgressMeter -          6:120019948             56.7             119991000        2115002.5
20:34:31.390 INFO  ProgressMeter -          6:137197669             56.9             120246000        2113279.0
20:34:41.393 INFO  ProgressMeter -          6:151349834             57.1             120496000        2111486.1
20:34:51.396 INFO  ProgressMeter -            7:5527300             57.2             120810000        2110821.8
20:35:01.875 INFO  ProgressMeter -           7:26173154             57.4             121093000        2109329.8
20:35:11.889 INFO  ProgressMeter -           7:45184093             57.6             121317000        2107105.8
20:35:21.891 INFO  ProgressMeter -           7:82378738             57.7             121608000        2106062.2
20:35:31.911 INFO  ProgressMeter -           7:99419432             57.9             121831000        2103839.6
20:35:41.913 INFO  ProgressMeter -          7:112460379             58.1             122096000        2102363.7
20:35:51.947 INFO  ProgressMeter -          7:134933439             58.2             122348000        2100653.9
20:36:01.960 INFO  ProgressMeter -          7:158731045             58.4             122642000        2099685.5
20:36:11.995 INFO  ProgressMeter -           8:27598119             58.6             122929000        2098590.0
20:36:22.529 INFO  ProgressMeter -           8:42322146             58.8             123142000        2095944.3
20:36:32.574 INFO  ProgressMeter -           8:86431830             58.9             123460000        2095385.9
20:36:42.577 INFO  ProgressMeter -          8:103041451             59.1             123663000        2092909.3
20:36:52.579 INFO  ProgressMeter -          8:143580033             59.3             123962000        2092067.4
20:37:02.610 INFO  ProgressMeter -           9:19376302             59.4             124220000        2090523.1
20:37:13.462 INFO  ProgressMeter -           9:36395284             59.6             124450000        2088038.2
20:37:23.493 INFO  ProgressMeter -           9:74781326             59.8             124816000        2088321.2
20:37:33.514 INFO  ProgressMeter -          9:108489341             59.9             125050000        2086406.1
20:37:45.858 INFO  ProgressMeter -          9:127505494             60.1             125318000        2083725.0
20:37:55.884 INFO  ProgressMeter -          9:133351021             60.3             125625000        2083042.0
20:38:05.894 INFO  ProgressMeter -          9:136980262             60.5             125785000        2079941.2
20:38:15.922 INFO  ProgressMeter -               MT:962             60.6             126050000        2078578.7
20:38:25.978 INFO  ProgressMeter -              MT:1133             60.8             126125000        2074083.2
20:38:36.074 INFO  ProgressMeter -              MT:1261             61.0             126192000        2069458.6
20:38:46.242 INFO  ProgressMeter -              MT:1362             61.1             126251000        2064688.1
20:38:56.412 INFO  ProgressMeter -              MT:1671             61.3             126305000        2059861.4
20:39:06.456 INFO  ProgressMeter -              MT:1705             61.5             126354000        2055050.1
20:39:16.586 INFO  ProgressMeter -              MT:1864             61.7             126432000        2050687.6
20:39:26.641 INFO  ProgressMeter -              MT:1918             61.8             126501000        2046244.8
20:39:36.682 INFO  ProgressMeter -              MT:1955             62.0             126564000        2041736.8
20:39:48.843 INFO  ProgressMeter -              MT:1984             62.2             126625000        2036063.6
20:39:58.965 INFO  ProgressMeter -              MT:2008             62.4             126682000        2031470.1
20:40:09.087 INFO  ProgressMeter -              MT:2029             62.5             126732000        2026788.3
20:40:19.161 INFO  ProgressMeter -              MT:2048             62.7             126780000        2022126.2
20:40:29.255 INFO  ProgressMeter -              MT:2081             62.9             126832000        2017541.9
20:40:39.461 INFO  ProgressMeter -              MT:2111             63.0             126880000        2012859.1
20:40:49.488 INFO  ProgressMeter -              MT:2133             63.2             126926000        2008264.5
20:40:59.570 INFO  ProgressMeter -              MT:2163             63.4             126998000        2004075.5
20:41:09.616 INFO  ProgressMeter -              MT:2191             63.5             127067000        1999880.4
20:41:19.763 INFO  ProgressMeter -              MT:2209             63.7             127127000        1995513.3
20:41:29.868 INFO  ProgressMeter -              MT:2226             63.9             127174000        1990987.6
20:41:40.004 INFO  ProgressMeter -              MT:2246             64.0             127233000        1986657.0
20:41:50.123 INFO  ProgressMeter -              MT:2268             64.2             127295000        1982404.8
20:42:00.255 INFO  ProgressMeter -              MT:2289             64.4             127354000        1978121.5
20:42:10.368 INFO  ProgressMeter -              MT:2315             64.5             127411000        1973839.3
20:42:20.449 INFO  ProgressMeter -              MT:2349             64.7             127462000        1969503.0
20:42:30.708 INFO  ProgressMeter -              MT:2502             64.9             127521000        1965222.6
20:42:41.207 INFO  ProgressMeter -              MT:2833             65.1             127588000        1960967.0
20:42:51.247 INFO  ProgressMeter -              MT:2964             65.2             127642000        1956764.5
20:43:01.286 INFO  ProgressMeter -              MT:3049             65.4             127711000        1952813.4
20:43:11.441 INFO  ProgressMeter -              MT:4069             65.6             127771000        1948687.7
20:43:21.452 INFO  ProgressMeter -              MT:6285             65.7             127842000        1944821.5
20:43:31.501 INFO  ProgressMeter -              MT:8958             65.9             127983000        1942018.5
20:43:41.518 INFO  ProgressMeter -             MT:10217             66.1             128131000        1939351.3
20:43:51.523 INFO  ProgressMeter -           X:12976969             66.2             128408000        1938651.0
20:44:01.549 INFO  ProgressMeter -           X:40935066             66.4             128682000        1937898.7
20:44:11.563 INFO  ProgressMeter -           X:72272627             66.6             128981000        1937531.7
20:44:21.619 INFO  ProgressMeter -           X:79200395             66.7             129171000        1935512.9
20:44:32.196 INFO  ProgressMeter -          X:119786708             66.9             129429000        1934269.5
20:44:42.200 INFO  ProgressMeter -          X:154400712             67.1             129676000        1933143.9
20:44:54.156 INFO  ProgressMeter -    KI270733.1:126542             67.3             130390000        1938030.8
20:45:04.156 INFO  ProgressMeter -    KI270733.1:126942             67.4             131319000        1947015.6
20:45:14.158 INFO  ProgressMeter -    KI270733.1:133720             67.6             131962000        1951725.7
20:45:24.159 INFO  ProgressMeter -    KI270733.1:171529             67.8             132527000        1955261.4
20:45:34.163 INFO  ProgressMeter -    KI270733.1:171806             67.9             133300000        1961840.0
20:45:44.521 INFO  ProgressMeter -    KI270733.1:172341             68.1             133914000        1965881.8
20:45:54.523 INFO  ProgressMeter -    GL000220.1:109340             68.3             134626000        1971509.4
20:46:04.525 INFO  ProgressMeter -    GL000220.1:109737             68.5             135369000        1977562.5
20:46:14.971 INFO  ProgressMeter -    GL000220.1:109992             68.6             135918000        1980545.4
20:46:25.096 INFO  ProgressMeter -    GL000220.1:115057             68.8             136517000        1984394.3
20:46:35.118 INFO  ProgressMeter -    GL000220.1:117515             69.0             136864000        1984619.6
20:46:45.130 INFO  ProgressMeter -    GL000220.1:153321             69.1             137032000        1982259.3
20:46:55.607 INFO  ProgressMeter -    GL000220.1:153570             69.3             137257000        1980511.4
20:47:05.655 INFO  ProgressMeter -    GL000220.1:153634             69.5             137439000        1978357.0
20:47:15.721 INFO  ProgressMeter -    GL000220.1:153685             69.6             137671000        1976922.4
20:47:25.722 INFO  ProgressMeter -    GL000220.1:153764             69.8             137886000        1975281.9
20:47:35.722 INFO  ProgressMeter -    GL000220.1:153887             70.0             138151000        1974364.2
20:47:46.502 INFO  ProgressMeter -    GL000220.1:154000             70.2             138382000        1972600.5
20:47:56.506 INFO  ProgressMeter -    GL000220.1:154504             70.3             138658000        1971848.2
20:48:06.864 INFO  ProgressMeter -    GL000220.1:159581             70.5             139057000        1972679.4
20:48:19.159 INFO  ProgressMeter -             unmapped             70.7             139830000        1977895.6
20:48:29.540 INFO  ProgressMeter -             unmapped             70.9             140730000        1985766.3
20:48:39.563 INFO  ProgressMeter -             unmapped             71.0             141330000        1989542.9
20:48:49.565 INFO  ProgressMeter -             unmapped             71.2             142124000        1996036.2
20:49:01.108 INFO  ProgressMeter -             unmapped             71.4             142830000        2000546.3
20:49:11.109 INFO  ProgressMeter -             unmapped             71.6             143654000        2007401.0
20:49:22.609 INFO  ProgressMeter -             unmapped             71.8             144330000        2011460.0
20:49:32.660 INFO  ProgressMeter -             unmapped             71.9             145108000        2017592.4
20:49:44.205 INFO  ProgressMeter -             unmapped             72.1             145830000        2022220.9
20:49:54.285 INFO  ProgressMeter -             unmapped             72.3             146580000        2027896.8
20:50:06.170 INFO  ProgressMeter -             unmapped             72.5             147330000        2032702.4
20:50:16.712 INFO  ProgressMeter -             unmapped             72.7             148155000        2039141.8
20:50:27.865 INFO  ProgressMeter -             unmapped             72.8             148830000        2043204.8
20:50:37.867 INFO  ProgressMeter -             unmapped             73.0             149636000        2049579.4
20:50:49.419 INFO  ProgressMeter -             unmapped             73.2             150330000        2053669.4
20:50:59.925 INFO  ProgressMeter -             unmapped             73.4             151155000        2060012.1
20:51:10.639 INFO  ProgressMeter -             unmapped             73.6             151830000        2064187.9
20:51:21.161 INFO  ProgressMeter -             unmapped             73.7             152655000        2070467.7
20:51:26.595 INFO  SplitNCigarReads - No reads filtered by: AllowAllReadsReadFilter
20:51:26.595 INFO  ProgressMeter -             unmapped             73.8             153016448        2072823.9
20:51:26.595 INFO  ProgressMeter - Traversal complete. Processed 153016448 total reads in 73.8 minutes.
20:53:50.171 INFO  SplitNCigarReads - Shutting down engine
[April 20, 2020 8:53:50 EDT PM] org.broadinstitute.hellbender.tools.walkers.rnaseq.SplitNCigarReads done. Elapsed time: 76.22 minutes.
Runtime.totalMemory()=7691829248
Using GATK jar /home/aiden/softwares/gatk-4.1.4.1/gatk-package-4.1.4.1-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -jar /home/aiden/softwares/gatk-4.1.4.1/gatk-package-4.1.4.1-local.jar SplitNCigarReads -R /home/aiden/gary/refdata-cellranger-GRCh38-3.0.0/fasta/genome.fa -I bam/AVM-31-07-2019_sorted.bam_samsorted.bam_sort_addgroup.bam_sort_addgroup_rawdedupped.bam -O bam/AVM-31-07-2019_sorted.bam_samsorted.bam_sort_addgroup.bam_sort_addgroup_rawdedupped.bamsort_addgroup_dedupped_splitN.bam
~/gary/refdata-cellranger-GRCh38-3.0.0/fasta/genome.fa
the project path is : /home/aiden/gary/Projects/AVM/sorted/avm4
bam/AVM-31-07-2019_sorted.bam_samsorted.bam_sort_addgroup.bam_sort_addgroup_rawdedupped.bam
~/gary/refdata-cellranger-GRCh38-3.0.0/fasta/genome.fa
the project path is : /home/aiden/gary/Projects/AVM/sorted/avm4
USAGE: HaplotypeCaller [arguments]

Call germline SNPs and indels via local re-assembly of haplotypes
Version:4.1.4.1


Required Arguments:

--input,-I:String             BAM/SAM/CRAM file containing reads  This argument must be specified at least once.
                              Required. 

--output,-O:String            File to which variants should be written  Required. 

--reference,-R:String         Reference sequence file  Required. 


Optional Arguments:

--activity-profile-out:String Output the raw activity profile results in IGV format  Default value: null. 

--add-output-sam-program-record,-add-output-sam-program-record:Boolean
                              If true, adds a PG tag to created SAM/BAM/CRAM files.  Default value: true. Possible
                              values: {true, false} 

--add-output-vcf-command-line,-add-output-vcf-command-line:Boolean
                              If true, adds a command line header line to created VCF files.  Default value: true.
                              Possible values: {true, false} 

--alleles:FeatureInput        The set of alleles to force-call regardless of evidence  Default value: null. 

--annotate-with-num-discovered-alleles:Boolean
                              If provided, we will annotate records with the number of alternate alleles that were
                              discovered (but not necessarily genotyped) at a given site  Default value: false. Possible
                              values: {true, false} 

--annotation,-A:String        One or more specific annotations to add to variant calls  This argument may be specified 0
                              or more times. Default value: null. Possible Values: {AlleleFraction,
                              AS_BaseQualityRankSumTest, AS_FisherStrand, AS_InbreedingCoeff,
                              AS_MappingQualityRankSumTest, AS_QualByDepth, AS_ReadPosRankSumTest, AS_RMSMappingQuality,
                              AS_StrandOddsRatio, BaseQuality, BaseQualityHistogram, BaseQualityRankSumTest,
                              ChromosomeCounts, ClippingRankSumTest, CountNs, Coverage, DepthPerAlleleBySample,
                              DepthPerSampleHC, ExcessHet, FisherStrand, FragmentLength, GenotypeSummaries,
                              InbreedingCoeff, LikelihoodRankSumTest, MappingQuality, MappingQualityRankSumTest,
                              MappingQualityZero, OrientationBiasReadCounts, OriginalAlignment, PossibleDeNovo,
                              QualByDepth, ReadPosition, ReadPosRankSumTest, ReferenceBases, RMSMappingQuality,
                              SampleList, StrandBiasBySample, StrandOddsRatio, TandemRepeat, UniqueAltReadCount}

--annotation-group,-G:String  One or more groups of annotations to apply to variant calls  This argument may be
                              specified 0 or more times. Default value: null. Possible Values:
                              {AlleleSpecificAnnotation, AS_StandardAnnotation, ReducibleAnnotation, StandardAnnotation,
                              StandardHCAnnotation, StandardMutectAnnotation}

--annotations-to-exclude,-AX:String
                              One or more specific annotations to exclude from variant calls  This argument may be
                              specified 0 or more times. Default value: null. Possible Values: {BaseQualityRankSumTest,
                              ChromosomeCounts, Coverage, DepthPerAlleleBySample, DepthPerSampleHC, ExcessHet,
                              FisherStrand, InbreedingCoeff, MappingQualityRankSumTest, QualByDepth, ReadPosRankSumTest,
                              RMSMappingQuality, StrandOddsRatio}

--arguments_file:File         read one or more arguments files and add them to the command line  This argument may be
                              specified 0 or more times. Default value: null. 

--assembly-region-out:String  Output the assembly region to this IGV formatted file  Default value: null. 

--base-quality-score-threshold:Byte
                              Base qualities below this threshold will be reduced to the minimum (6)  Default value: 18.

--cloud-index-prefetch-buffer,-CIPB:Integer
                              Size of the cloud-only prefetch buffer (in MB; 0 to disable). Defaults to
                              cloudPrefetchBuffer if unset.  Default value: -1. 

--cloud-prefetch-buffer,-CPB:Integer
                              Size of the cloud-only prefetch buffer (in MB; 0 to disable).  Default value: 40. 

--contamination-fraction-to-filter,-contamination:Double
                              Fraction of contamination in sequencing data (for all samples) to aggressively remove 
                              Default value: 0.0. 

--correct-overlapping-quality:Boolean
                              Undocumented option  Default value: false. Possible values: {true, false} 

--create-output-bam-index,-OBI:Boolean
                              If true, create a BAM/CRAM index when writing a coordinate-sorted BAM/CRAM file.  Default
                              value: true. Possible values: {true, false} 

--create-output-bam-md5,-OBM:Boolean
                              If true, create a MD5 digest for any BAM/SAM/CRAM file created  Default value: false.
                              Possible values: {true, false} 

--create-output-variant-index,-OVI:Boolean
                              If true, create a VCF index when writing a coordinate-sorted VCF file.  Default value:
                              true. Possible values: {true, false} 

--create-output-variant-md5,-OVM:Boolean
                              If true, create a a MD5 digest any VCF file created.  Default value: false. Possible
                              values: {true, false} 

--dbsnp,-D:FeatureInput       dbSNP file  Default value: null. 

--disable-bam-index-caching,-DBIC:Boolean
                              If true, don't cache bam indexes, this will reduce memory requirements but may harm
                              performance if many intervals are specified.  Caching is automatically disabled if there
                              are no intervals specified.  Default value: false. Possible values: {true, false} 

--disable-read-filter,-DF:String
                              Read filters to be disabled before analysis  This argument may be specified 0 or more
                              times. Default value: null. Possible Values: {GoodCigarReadFilter, MappedReadFilter,
                              MappingQualityAvailableReadFilter, MappingQualityReadFilter,
                              NonZeroReferenceLengthAlignmentReadFilter, NotDuplicateReadFilter,
                              NotSecondaryAlignmentReadFilter, PassesVendorQualityCheckReadFilter, WellformedReadFilter}

--disable-sequence-dictionary-validation,-disable-sequence-dictionary-validation:Boolean
                              If specified, do not check the sequence dictionaries from our inputs for compatibility.
                              Use at your own risk!  Default value: false. Possible values: {true, false} 

--exclude-intervals,-XL:StringOne or more genomic intervals to exclude from processing  This argument may be specified 0
                              or more times. Default value: null. 

--founder-id,-founder-id:String
                              Samples representing the population "founders"  This argument may be specified 0 or more
                              times. Default value: null. 

--gatk-config-file:String     A configuration file to use with the GATK.  Default value: null. 

--gcs-max-retries,-gcs-retries:Integer
                              If the GCS bucket channel errors out, how many times it will attempt to re-initiate the
                              connection  Default value: 20. 

--gcs-project-for-requester-pays:String
                              Project to bill when accessing "requester pays" buckets. If unset, these buckets cannot be
                              accessed.  Default value: . 

--graph-output,-graph:String  Write debug assembly graph information to this file  Default value: null. 

--help,-h:Boolean             display the help message  Default value: false. Possible values: {true, false} 

--heterozygosity:Double       Heterozygosity value used to compute prior likelihoods for any locus.  See the GATKDocs
                              for full details on the meaning of this population genetics concept  Default value: 0.001.

--heterozygosity-stdev:Double Standard deviation of heterozygosity for SNP and indel calling.  Default value: 0.01. 

--indel-heterozygosity:Double Heterozygosity for indel calling.  See the GATKDocs for heterozygosity for full details on
                              the meaning of this population genetics concept  Default value: 1.25E-4. 

--interval-exclusion-padding,-ixp:Integer
                              Amount of padding (in bp) to add to each interval you are excluding.  Default value: 0. 

--interval-merging-rule,-imr:IntervalMergingRule
                              Interval merging rule for abutting intervals  Default value: ALL. Possible values: {ALL,
                              OVERLAPPING_ONLY} 

--interval-padding,-ip:IntegerAmount of padding (in bp) to add to each interval you are including.  Default value: 0. 

--interval-set-rule,-isr:IntervalSetRule
                              Set merging approach to use for combining interval inputs  Default value: UNION. Possible
                              values: {UNION, INTERSECTION} 

--intervals,-L:String         One or more genomic intervals over which to operate  This argument may be specified 0 or
                              more times. Default value: null. 

--lenient,-LE:Boolean         Lenient processing of VCF files  Default value: false. Possible values: {true, false} 

--max-reads-per-alignment-start:Integer
                              Maximum number of reads to retain per alignment start position. Reads above this threshold
                              will be downsampled. Set to 0 to disable.  Default value: 50. 

--min-base-quality-score,-mbq:Byte
                              Minimum base quality required to consider a base for calling  Default value: 10. 

--native-pair-hmm-threads:Integer
                              How many threads should a native pairHMM implementation use  Default value: 4. 

--native-pair-hmm-use-double-precision:Boolean
                              use double precision in the native pairHmm. This is slower but matches the java
                              implementation better  Default value: false. Possible values: {true, false} 

--num-reference-samples-if-no-call:Integer
                              Number of hom-ref genotypes to infer at sites not present in a panel  Default value: 0. 

--output-mode:OutputMode      Specifies which type of calls we should output  Default value: EMIT_VARIANTS_ONLY.
                              Possible values: {EMIT_VARIANTS_ONLY, EMIT_ALL_CONFIDENT_SITES, EMIT_ALL_ACTIVE_SITES} 

--pedigree,-ped:File          Pedigree file for determining the population "founders"  Default value: null. 

--population-callset,-population:FeatureInput
                              Callset to use in calculating genotype priors  Default value: null. 

--QUIET:Boolean               Whether to suppress job-summary info on System.err.  Default value: false. Possible
                              values: {true, false} 

--read-filter,-RF:String      Read filters to be applied before analysis  This argument may be specified 0 or more
                              times. Default value: null. Possible Values: {AlignmentAgreesWithHeaderReadFilter,
                              AllowAllReadsReadFilter, AmbiguousBaseReadFilter, CigarContainsNoNOperator,
                              FirstOfPairReadFilter, FragmentLengthReadFilter, GoodCigarReadFilter,
                              HasReadGroupReadFilter, IntervalOverlapReadFilter, LibraryReadFilter, MappedReadFilter,
                              MappingQualityAvailableReadFilter, MappingQualityNotZeroReadFilter,
                              MappingQualityReadFilter, MatchingBasesAndQualsReadFilter, MateDifferentStrandReadFilter,
                              MateOnSameContigOrNoMappedMateReadFilter, MateUnmappedAndUnmappedReadFilter,
                              MetricsReadFilter, NonChimericOriginalAlignmentReadFilter,
                              NonZeroFragmentLengthReadFilter, NonZeroReferenceLengthAlignmentReadFilter,
                              NotDuplicateReadFilter, NotOpticalDuplicateReadFilter, NotSecondaryAlignmentReadFilter,
                              NotSupplementaryAlignmentReadFilter, OverclippedReadFilter, PairedReadFilter,
                              PassesVendorQualityCheckReadFilter, PlatformReadFilter, PlatformUnitReadFilter,
                              PrimaryLineReadFilter, ProperlyPairedReadFilter, ReadGroupBlackListReadFilter,
                              ReadGroupReadFilter, ReadLengthEqualsCigarLengthReadFilter, ReadLengthReadFilter,
                              ReadNameReadFilter, ReadStrandFilter, SampleReadFilter, SecondOfPairReadFilter,
                              SeqIsStoredReadFilter, SoftClippedReadFilter, ValidAlignmentEndReadFilter,
                              ValidAlignmentStartReadFilter, WellformedReadFilter}

--read-index,-read-index:String
                              Indices to use for the read inputs. If specified, an index must be provided for every read
                              input and in the same order as the read inputs. If this argument is not specified, the
                              path to the index for each input will be inferred automatically.  This argument may be
                              specified 0 or more times. Default value: null. 

--read-validation-stringency,-VS:ValidationStringency
                              Validation stringency for all SAM/BAM/CRAM/SRA files read by this program.  The default
                              stringency value SILENT can improve performance when processing a BAM file in which
                              variable-length data (read, qualities, tags) do not otherwise need to be decoded.  Default
                              value: SILENT. Possible values: {STRICT, LENIENT, SILENT} 

--recover-dangling-heads:Boolean
                              This argument is deprecated since version 3.3  Default value: false. Possible values:
                              {true, false} 

--sample-name,-ALIAS:String   Name of single sample to use from a multi-sample bam  Default value: null. 

--sample-ploidy,-ploidy:Integer
                              Ploidy (number of chromosomes) per sample. For pooled data, set to (Number of samples in
                              each pool * Sample Ploidy).  Default value: 2. 

--seconds-between-progress-updates,-seconds-between-progress-updates:Double
                              Output traversal statistics every time this many seconds elapse  Default value: 10.0. 

--sequence-dictionary,-sequence-dictionary:String
                              Use the given sequence dictionary as the master/canonical sequence dictionary.  Must be a
                              .dict file.  Default value: null. 

--sites-only-vcf-output:Boolean
                              If true, don't emit genotype fields when writing vcf file output.  Default value: false.
                              Possible values: {true, false} 

--standard-min-confidence-threshold-for-calling,-stand-call-conf:Double
                              The minimum phred-scaled confidence threshold at which variants should be called  Default
                              value: 30.0. 

--tmp-dir:GATKPathSpecifier   Temp directory to use.  Default value: null. 

--use-jdk-deflater,-jdk-deflater:Boolean
                              Whether to use the JdkDeflater (as opposed to IntelDeflater)  Default value: false.
                              Possible values: {true, false} 

--use-jdk-inflater,-jdk-inflater:Boolean
                              Whether to use the JdkInflater (as opposed to IntelInflater)  Default value: false.
                              Possible values: {true, false} 

--use-new-qual-calculator,-new-qual:Boolean
                              Use the new AF model instead of the so-called exact model  Default value: true. Possible
                              values: {true, false} 

